locus_tag	ftype	length_bp	gene	EC_number	COG	product
SPN_0140_00754	CDS	237			COG3039	IS5 family transposase ISSpn7
SPN_0140_00755	CDS	438				hypothetical protein
SPN_0140_00756	CDS	2451				hypothetical protein
SPN_0140_00757	CDS	1725	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
SPN_0140_00758	CDS	264	ptsH		COG1925	Phosphocarrier protein HPr
SPN_0140_00759	CDS	219	nrdH		COG0695	Glutaredoxin-like protein NrdH
SPN_0140_00760	CDS	2160	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
SPN_0140_00761	CDS	963	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
SPN_0140_00762	CDS	762	lacR_1			Lactose phosphotransferase system repressor
SPN_0140_00763	CDS	1407	lacG	3.2.1.85		6-phospho-beta-galactosidase
SPN_0140_00764	CDS	1692	lacE_2			PTS system lactose-specific EIICB component
SPN_0140_00765	CDS	318	lacF_2			PTS system lactose-specific EIIA component
SPN_0140_00766	CDS	837	licT_2		COG3711	Transcription antiterminator LicT
SPN_0140_00767	CDS	981	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
SPN_0140_00768	CDS	930	lacC_1	2.7.1.144		Tagatose-6-phosphate kinase
SPN_0140_00769	CDS	516	lacB	5.3.1.26		Galactose-6-phosphate isomerase subunit LacB
SPN_0140_00770	CDS	426	lacA	5.3.1.26		Galactose-6-phosphate isomerase subunit LacA
SPN_0140_00771	CDS	345	lacX			Protein LacX, plasmid
SPN_0140_00772	CDS	465			COG3039	IS5 family transposase ISSpn7
SPN_0140_00773	CDS	207			COG3039	IS5 family transposase ISSpn7
SPN_0140_00774	CDS	183			COG3039	IS5 family transposase ISSpn7
SPN_0140_00775	CDS	303				hypothetical protein
SPN_0140_00776	CDS	273				hypothetical protein
SPN_0140_00777	CDS	198				hypothetical protein
SPN_0140_00778	CDS	1824	lepA	3.6.5.-		Elongation factor 4
SPN_0140_00779	CDS	729	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
SPN_0140_00780	CDS	1668	recN		COG0497	DNA repair protein RecN
SPN_0140_00781	CDS	393	argR_1		COG1438	Arginine repressor
SPN_0140_00782	CDS	816	tlyA		COG1189	Hemolysin A
SPN_0140_00783	CDS	876		2.5.1.10		Farnesyl diphosphate synthase
SPN_0140_00784	CDS	213	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
SPN_0140_00785	CDS	1341	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
SPN_0140_00786	CDS	639	udk_2	2.7.1.48	COG0572	Uridine kinase
SPN_0140_00787	CDS	303				hypothetical protein
SPN_0140_00788	CDS	96				hypothetical protein
SPN_0140_00789	CDS	879	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
SPN_0140_00790	CDS	1275				hypothetical protein
SPN_0140_00791	CDS	1116		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
SPN_0140_00792	CDS	123	metY	2.5.1.-		O-acetyl-L-homoserine sulfhydrylase
SPN_0140_00793	CDS	798				hypothetical protein
SPN_0140_00794	CDS	744	strA	3.4.22.-	COG3764	Sortase A
SPN_0140_00795	CDS	2469	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
SPN_0140_00796	CDS	987	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
SPN_0140_00797	CDS	3255				hypothetical protein
SPN_0140_00798	CDS	1857				hypothetical protein
SPN_0140_00799	CDS	264				hypothetical protein
SPN_0140_00800	CDS	243				hypothetical protein
SPN_0140_00801	CDS	810	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
SPN_0140_00802	CDS	1350	walK	2.7.13.3		Sensor histidine kinase WalK
SPN_0140_00803	CDS	705	walR		COG0745	Transcriptional regulatory protein WalR
SPN_0140_00804	CDS	1176	mutY	3.2.2.31		Adenine DNA glycosylase
SPN_0140_00805	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
SPN_0140_00806	CDS	690	coaBC_1		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
SPN_0140_00807	CDS	552	coaBC_2		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
SPN_0140_00808	CDS	564	panT		COG4684	Pantothenic acid transporter PanT
SPN_0140_00809	CDS	528	niaX			Niacin transporter NiaX
SPN_0140_00810	CDS	516	niaR		COG1827	putative transcription repressor NiaR
SPN_0140_00811	CDS	468	nudC	3.6.1.22		NADH pyrophosphatase
SPN_0140_00812	CDS	489	mshD_2	2.3.1.189		Mycothiol acetyltransferase
SPN_0140_00813	CDS	528				hypothetical protein
SPN_0140_00814	CDS	1989	uvrB		COG0556	UvrABC system protein B
SPN_0140_00815	CDS	954				hypothetical protein
SPN_0140_00816	CDS	2166	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
SPN_0140_00817	CDS	741	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
SPN_0140_00818	CDS	1488	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
SPN_0140_00819	CDS	1290	ftsY			Signal recognition particle receptor FtsY
SPN_0140_00820	CDS	819	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
SPN_0140_00821	CDS	795	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
SPN_0140_00822	CDS	3540	smc_1		COG1196	Chromosome partition protein Smc
SPN_0140_00823	CDS	699	rnc	3.1.26.3	COG0571	Ribonuclease 3
SPN_0140_00824	tRNA	74				tRNA-Arg(ccg)
SPN_0140_00825	CDS	987	guaC	1.7.1.7	COG0516	GMP reductase
SPN_0140_00826	CDS	1338				hypothetical protein
SPN_0140_00827	CDS	1932				hypothetical protein
SPN_0140_00828	CDS	171				hypothetical protein
SPN_0140_00829	CDS	267				hypothetical protein
SPN_0140_00830	CDS	360	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
SPN_0140_00831	CDS	270				hypothetical protein
SPN_0140_00832	CDS	1038	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
SPN_0140_00833	CDS	420	leuA_1	2.3.3.13		2-isopropylmalate synthase
SPN_0140_00834	CDS	441	leuA_2	2.3.3.13		2-isopropylmalate synthase
SPN_0140_00835	CDS	657				hypothetical protein
SPN_0140_00836	CDS	633	cutC_2		COG3142	Copper homeostasis protein CutC
SPN_0140_00837	CDS	360	ybaN		COG2832	Inner membrane protein YbaN
SPN_0140_00838	CDS	2088	topA	5.6.2.1		DNA topoisomerase 1
SPN_0140_00839	CDS	1044				hypothetical protein
SPN_0140_00840	CDS	849	dprA		COG0758	DNA processing protein DprA
SPN_0140_00841	CDS	690	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
SPN_0140_00842	CDS	879				hypothetical protein
SPN_0140_00843	CDS	870	thiK	2.7.1.89		Thiamine kinase
SPN_0140_00844	CDS	1023	tarJ	1.1.1.405	COG1063	Ribulose-5-phosphate reductase
SPN_0140_00845	CDS	708	tarI	2.7.7.40	COG1211	Ribitol-5-phosphate cytidylyltransferase
SPN_0140_00846	CDS	1488				hypothetical protein
SPN_0140_00847	CDS	804				hypothetical protein
SPN_0140_00848	CDS	810				hypothetical protein
SPN_0140_00849	CDS	3177	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
SPN_0140_00850	CDS	1080	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
SPN_0140_00851	CDS	924	pyrB	2.1.3.2		Aspartate carbamoyltransferase
SPN_0140_00852	CDS	522	pyrR		COG2065	Bifunctional protein PyrR
SPN_0140_00853	CDS	630	pdg			Ultraviolet N-glycosylase/AP lyase
SPN_0140_00854	CDS	543				hypothetical protein
SPN_0140_00855	CDS	141				hypothetical protein
SPN_0140_00856	CDS	1560	yheS		COG0488	putative ABC transporter ATP-binding protein YheS
SPN_0140_00857	CDS	900	htpX	3.4.24.-	COG0501	Protease HtpX 
SPN_0140_00858	CDS	561	lemA		COG1704	Protein LemA
SPN_0140_00859	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
SPN_0140_00860	CDS	1284	pyrP			Uracil permease
SPN_0140_00861	CDS	1572	ffh		COG0541	Signal recognition particle protein
SPN_0140_00862	CDS	333				hypothetical protein
SPN_0140_00863	CDS	378				hypothetical protein
SPN_0140_00864	CDS	1305				hypothetical protein
SPN_0140_00865	CDS	807		3.1.3.-		Putative phosphatase
SPN_0140_00866	tRNA	72				tRNA-Arg(cct)
SPN_0140_00867	CDS	348	rplS		COG0335	50S ribosomal protein L19
SPN_0140_00868	CDS	330	crcB_1		COG0239	Putative fluoride ion transporter CrcB
SPN_0140_00869	CDS	375	crcB_2			Putative fluoride ion transporter CrcB
SPN_0140_00870	CDS	267				hypothetical protein
SPN_0140_00871	CDS	444				Flavodoxin
SPN_0140_00872	CDS	936	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
SPN_0140_00873	CDS	243	rpmE2		COG0254	50S ribosomal protein L31 type B
SPN_0140_00874	CDS	579				hypothetical protein
SPN_0140_00875	CDS	1005	efeN	1.11.1.-	COG2837	putative deferrochelatase/peroxidase EfeN
SPN_0140_00876	CDS	267				IS630 family transposase ISSpn2
SPN_0140_00877	CDS	1347	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
SPN_0140_00878	CDS	981	axeA	3.1.1.41	COG3458	Cephalosporin-C deacetylase
SPN_0140_00879	CDS	2016	recG	3.6.4.12		ATP-dependent DNA helicase RecG
SPN_0140_00880	CDS	1104	alr	5.1.1.1	COG0787	Alanine racemase
SPN_0140_00881	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
SPN_0140_00882	CDS	1032	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
SPN_0140_00883	CDS	1032	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
SPN_0140_00884	CDS	2514	secA		COG0653	Protein translocase subunit SecA
SPN_0140_00885	CDS	288				hypothetical protein
SPN_0140_00886	CDS	633	bcrA_2			Bacitracin transport ATP-binding protein BcrA
SPN_0140_00887	CDS	642				hypothetical protein
SPN_0140_00888	CDS	792				hypothetical protein
SPN_0140_00889	CDS	393				hypothetical protein
SPN_0140_00890	CDS	852				hypothetical protein
SPN_0140_00891	CDS	351				hypothetical protein
SPN_0140_00892	CDS	345				hypothetical protein
SPN_0140_00893	CDS	1311	der		COG1160	GTPase Der
SPN_0140_00894	CDS	714	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
SPN_0140_00895	CDS	897	dnaI		COG1484	Primosomal protein DnaI
SPN_0140_00896	CDS	1170				hypothetical protein
SPN_0140_00897	CDS	474	nrdR		COG1327	Transcriptional repressor NrdR
SPN_0140_00898	CDS	366	ytrA		COG1725	HTH-type transcriptional repressor YtrA
SPN_0140_00899	CDS	696	skfE	7.3.2.3	COG1131	SkfA peptide export ATP-binding protein SkfE
SPN_0140_00900	CDS	768				hypothetical protein
SPN_0140_00901	CDS	1200	yhaP		COG1668	putative protein YhaP
SPN_0140_00902	CDS	894		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
SPN_0140_00903	CDS	192				hypothetical protein
SPN_0140_00904	CDS	618				hypothetical protein
SPN_0140_00905	CDS	888	gmuE	2.7.1.4	COG1940	Putative fructokinase
SPN_0140_00906	CDS	1884				hypothetical protein
SPN_0140_00907	CDS	1455	scrB	3.2.1.26		Sucrose-6-phosphate hydrolase
SPN_0140_00908	CDS	966	degA		COG1609	HTH-type transcriptional regulator DegA
SPN_0140_00909	CDS	1275	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
SPN_0140_00910	CDS	1173	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
SPN_0140_00911	CDS	198				hypothetical protein
SPN_0140_00912	CDS	621			COG3039	IS5 family transposase ISSpn7
SPN_0140_00913	CDS	450				hypothetical protein
SPN_0140_00914	CDS	759	yjjP		COG2966	Inner membrane protein YjjP
SPN_0140_00915	CDS	1980	stkP	2.7.11.1	COG0515	Serine/threonine-protein kinase StkP
SPN_0140_00916	CDS	741	phpP	3.1.3.16	COG0631	Protein phosphatase PhpP
SPN_0140_00917	CDS	1314	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
SPN_0140_00918	CDS	936	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
SPN_0140_00919	CDS	2397	priA	3.6.4.-	COG1198	Primosomal protein N'
SPN_0140_00920	CDS	315	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
SPN_0140_00921	CDS	627	gmk	2.7.4.8		Guanylate kinase
SPN_0140_00922	CDS	1614	rny	3.1.-.-	COG1418	Ribonuclease Y
SPN_0140_00923	CDS	2748				hypothetical protein
SPN_0140_00924	CDS	1098	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
SPN_0140_00925	CDS	747	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
SPN_0140_00926	CDS	354	rsfS		COG0799	Ribosomal silencing factor RsfS
SPN_0140_00927	CDS	501	sttH	3.5.2.19		Streptothricin hydrolase
SPN_0140_00928	CDS	594				hypothetical protein
SPN_0140_00929	CDS	630	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
SPN_0140_00930	CDS	312	yhbY		COG1534	RNA-binding protein YhbY
SPN_0140_00931	CDS	1107	yqeH		COG1161	putative protein YqeH
SPN_0140_00932	CDS	528	gph_1	3.1.3.18		Phosphoglycolate phosphatase
SPN_0140_00933	CDS	909				hypothetical protein
SPN_0140_00934	CDS	561	ykuT		COG0668	putative MscS family protein YkuT
SPN_0140_00935	CDS	444	sstT_1		COG3633	Serine/threonine transporter SstT
SPN_0140_00936	CDS	501	sstT_2		COG3633	Serine/threonine transporter SstT
SPN_0140_00937	CDS	954				hypothetical protein
SPN_0140_00938	CDS	381				hypothetical protein
SPN_0140_00939	CDS	222				hypothetical protein
SPN_0140_00940	CDS	315	trxA		COG0526	Thioredoxin
SPN_0140_00941	CDS	534	queF	1.7.1.13		NADPH-dependent 7-cyano-7-deazaguanine reductase
SPN_0140_00942	CDS	669	aqpZ2			Aquaporin Z 2
SPN_0140_00943	CDS	330				hypothetical protein
SPN_0140_00944	CDS	765				hypothetical protein
SPN_0140_00945	CDS	771	lnrL	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
SPN_0140_00946	CDS	678				hypothetical protein
SPN_0140_00947	CDS	1797	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
SPN_0140_00948	CDS	744	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
SPN_0140_00949	CDS	951	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
SPN_0140_00950	CDS	474				hypothetical protein
SPN_0140_00951	CDS	429				hypothetical protein
SPN_0140_00952	CDS	1089				hypothetical protein
SPN_0140_00953	CDS	471				hypothetical protein
SPN_0140_00954	CDS	453				hypothetical protein
SPN_0140_00955	CDS	180				hypothetical protein
SPN_0140_00956	CDS	249				hypothetical protein
SPN_0140_00957	CDS	222				hypothetical protein
SPN_0140_00958	CDS	1272			COG2256	putative AAA domain-containing protein
SPN_0140_00959	tRNA	75				tRNA-Lys(ctt)
SPN_0140_00960	CDS	1320	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
SPN_0140_00961	CDS	1617				hypothetical protein
SPN_0140_00962	CDS	891				hypothetical protein
SPN_0140_00963	CDS	918	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
SPN_0140_00964	CDS	1002	rbsR		COG1609	Ribose operon repressor
SPN_0140_00965	CDS	1482				Putative trans-acting regulator
SPN_0140_00966	CDS	567				hypothetical protein
SPN_0140_00967	CDS	171				hypothetical protein
SPN_0140_00968	CDS	609				hypothetical protein
SPN_0140_00969	CDS	204				hypothetical protein
SPN_0140_00970	CDS	771				hypothetical protein
SPN_0140_00971	CDS	849		1.8.3.7	COG1262	Formylglycine-generating enzyme
SPN_0140_00972	CDS	1476		3.1.6.1	COG3119	Arylsulfatase
SPN_0140_00973	CDS	1356	celB		COG1455	PTS system cellobiose-specific EIIC component
SPN_0140_00974	CDS	318	licA_2		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
SPN_0140_00975	CDS	318	ptcB	2.7.1.205	COG1440	PTS system cellobiose-specific EIIB component
SPN_0140_00976	CDS	897				hypothetical protein
SPN_0140_00977	CDS	1263	licC_2		COG1455	Lichenan permease IIC component
SPN_0140_00978	CDS	1179	nagC		COG1940	N-acetylglucosamine repressor
SPN_0140_00979	CDS	447				hypothetical protein
SPN_0140_00980	CDS	660				hypothetical protein
SPN_0140_00981	CDS	1152				hypothetical protein
SPN_0140_00982	CDS	732				hypothetical protein
SPN_0140_00983	CDS	777	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
SPN_0140_00984	CDS	1224	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
SPN_0140_00985	CDS	600	trpF	5.3.1.24	COG0135	N-(5'-phosphoribosyl)anthranilate isomerase
SPN_0140_00986	CDS	768	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
SPN_0140_00987	CDS	1005	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
SPN_0140_00988	CDS	567	pabA	2.6.1.85	COG0512	Aminodeoxychorismate/anthranilate synthase component 2
SPN_0140_00989	CDS	1362	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
SPN_0140_00990	CDS	387				hypothetical protein
SPN_0140_00991	CDS	2259	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
SPN_0140_00992	CDS	231				hypothetical protein
SPN_0140_00993	CDS	684	artQ		COG0765	Arginine transport system permease protein ArtQ
SPN_0140_00994	CDS	735	glnQ_3	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
SPN_0140_00995	CDS	858	folD			Bifunctional protein FolD protein
SPN_0140_00996	CDS	822				hypothetical protein
SPN_0140_00997	CDS	840	nnrD	4.2.1.136	COG0063	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
SPN_0140_00998	CDS	684	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
SPN_0140_00999	CDS	1212	deoB	5.4.2.7	COG1015	Phosphopentomutase
SPN_0140_01000	CDS	411				hypothetical protein
SPN_0140_01001	CDS	810	punA	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
SPN_0140_01002	CDS	576				hypothetical protein
SPN_0140_01003	CDS	513				hypothetical protein
SPN_0140_01004	CDS	711	deoD_1	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
SPN_0140_01005	CDS	525				hypothetical protein
SPN_0140_01006	CDS	237	rpsT		COG0268	30S ribosomal protein S20
SPN_0140_01007	CDS	921	coaA	2.7.1.33	COG1072	Pantothenate kinase
SPN_0140_01008	CDS	405				hypothetical protein
SPN_0140_01009	CDS	591	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
SPN_0140_01010	CDS	1278	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
SPN_0140_01011	CDS	663	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
SPN_0140_01012	CDS	390	cdd	3.5.4.5	COG0295	Cytidine deaminase
SPN_0140_01013	CDS	1053	tmpC		COG1744	Membrane lipoprotein TmpC
SPN_0140_01014	CDS	1536	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
SPN_0140_01015	CDS	1059	rfuC		COG4603	putative riboflavin import permease protein RfuC
SPN_0140_01016	CDS	957				hypothetical protein
SPN_0140_01017	CDS	213				IS3 family transposase ISSpn11
SPN_0140_01018	CDS	168				hypothetical protein
SPN_0140_01019	CDS	834				IS3 family transposase ISSpn11
SPN_0140_01020	CDS	642	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
SPN_0140_01021	CDS	1944	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
SPN_0140_01022	CDS	108				hypothetical protein
SPN_0140_01023	CDS	2436	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
SPN_0140_01024	CDS	1023	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
SPN_0140_01025	CDS	705	sarA_3		COG4166	Oligopeptide-binding protein SarA
SPN_0140_01026	CDS	690				hypothetical protein
SPN_0140_01027	CDS	924				hypothetical protein
SPN_0140_01028	CDS	645	pcp_1	3.4.19.3		Pyrrolidone-carboxylate peptidase
SPN_0140_01029	CDS	231				hypothetical protein
SPN_0140_01030	tRNA	81				tRNA-Tyr(gta)
SPN_0140_01031	tRNA	72				tRNA-Gln(ttg)
SPN_0140_01032	CDS	1203	rpsA		COG0539	30S Ribosomal protein S1
SPN_0140_01033	CDS	528				ISL3 family transposase ISSpn14
SPN_0140_01034	CDS	288				hypothetical protein
SPN_0140_01035	CDS	258				ISL3 family transposase IS1167
SPN_0140_01036	CDS	498	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
SPN_0140_01037	CDS	1656	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
SPN_0140_01038	CDS	195				hypothetical protein
SPN_0140_01039	CDS	771				putative ABC transporter ATP-binding protein
SPN_0140_01040	CDS	1263				hypothetical protein
SPN_0140_01041	CDS	1227	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
SPN_0140_01042	CDS	441	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
SPN_0140_01043	CDS	1413				hypothetical protein
SPN_0140_01044	CDS	1242	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
SPN_0140_01045	CDS	1110				hypothetical protein
SPN_0140_01046	tmRNA	345	ssrA			transfer-messenger RNA, SsrA
SPN_0140_01047	tRNA	91				tRNA-Ser(gga)
SPN_0140_01048	CDS	741	lacR_2			Lactose phosphotransferase system repressor
SPN_0140_01049	CDS	912	lacC_2	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
SPN_0140_01050	CDS	1953	fruA		COG1299	PTS system fructose-specific EIIABC component
SPN_0140_01051	CDS	2304	ftsK		COG1674	DNA translocase FtsK
SPN_0140_01052	CDS	429				hypothetical protein
SPN_0140_01053	CDS	1143	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
SPN_0140_01054	CDS	1215	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
SPN_0140_01055	CDS	825				hypothetical protein
SPN_0140_01056	CDS	1167				hypothetical protein
SPN_0140_01057	CDS	1494	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
SPN_0140_01058	CDS	1065				hypothetical protein
SPN_0140_01059	CDS	237				hypothetical protein
SPN_0140_01060	CDS	414				hypothetical protein
SPN_0140_01061	CDS	966	xerC_3		COG4974	Tyrosine recombinase XerC
SPN_0140_01062	CDS	1050				hypothetical protein
SPN_0140_01063	CDS	3351				hypothetical protein
SPN_0140_01064	CDS	201				hypothetical protein
SPN_0140_01065	CDS	471	argR_2		COG1438	Arginine regulator
SPN_0140_01066	CDS	2274	pepX	3.4.14.11		Xaa-Pro dipeptidyl-peptidase
SPN_0140_01067	CDS	3102	dnaE2	2.7.7.7		Error-prone DNA polymerase
SPN_0140_01068	CDS	1008	pfkA	2.7.1.11		ATP-dependent 6-phosphofructokinase
SPN_0140_01069	CDS	1506	pyk	2.7.1.40	COG0469	Pyruvate kinase
SPN_0140_01070	CDS	873				hypothetical protein
SPN_0140_01071	CDS	384			COG3039	IS5 family transposase ISSpn7
SPN_0140_01072	CDS	312				hypothetical protein
SPN_0140_01073	CDS	717				hypothetical protein
SPN_0140_01074	CDS	816			COG3689	Putative two-component membrane permease complex subunit SMU_746c
SPN_0140_01075	CDS	906			COG0701	Putative two-component membrane permease complex subunit SMU_747c
SPN_0140_01076	CDS	132				hypothetical protein
SPN_0140_01077	CDS	2088	yhgF		COG2183	Protein YhgF
SPN_0140_01078	CDS	450				Protein SprT-like protein
SPN_0140_01079	CDS	273				hypothetical protein
SPN_0140_01080	CDS	192				hypothetical protein
SPN_0140_01081	CDS	111				hypothetical protein
SPN_0140_01082	CDS	759	bceA		COG1136	Bacitracin export ATP-binding protein BceA
SPN_0140_01083	CDS	1989	bceB		COG0577	Bacitracin export permease protein BceB
SPN_0140_01084	CDS	591				hypothetical protein
SPN_0140_01085	CDS	606			COG2826	IS30 family transposase ISSpn8
SPN_0140_01086	CDS	192				hypothetical protein
SPN_0140_01087	CDS	195				hypothetical protein
SPN_0140_01088	CDS	885	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
SPN_0140_01089	CDS	738				hypothetical protein
SPN_0140_01090	CDS	1098	desK	2.7.13.3	COG4585	Sensor histidine kinase DesK
SPN_0140_01091	CDS	600	desR		COG2197	Transcriptional regulatory protein DesR
SPN_0140_01092	CDS	1011	ccpA_1		COG1609	Catabolite control protein A
SPN_0140_01093	CDS	963	ansB	3.5.1.1	COG0252	L-asparaginase 2
SPN_0140_01094	CDS	1389	cof	3.6.1.-		HMP-PP phosphatase
SPN_0140_01095	CDS	453				Putative universal stress protein
SPN_0140_01096	CDS	294				hypothetical protein
SPN_0140_01097	CDS	1215	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
SPN_0140_01098	CDS	135	rpmH			50S ribosomal protein L34
SPN_0140_01099	CDS	666				hypothetical protein
SPN_0140_01100	CDS	774	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
SPN_0140_01101	CDS	561	rnmV	3.1.26.8	COG1658	Ribonuclease M5
SPN_0140_01102	CDS	900				hypothetical protein
SPN_0140_01103	CDS	297				hypothetical protein
SPN_0140_01104	CDS	2031				hypothetical protein
SPN_0140_01105	CDS	642	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
SPN_0140_01106	CDS	294				hypothetical protein
SPN_0140_01107	CDS	873	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
SPN_0140_01108	CDS	879	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
SPN_0140_01109	CDS	657	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
SPN_0140_01110	CDS	663	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
SPN_0140_01111	CDS	1257				hypothetical protein
SPN_0140_01112	CDS	942	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
SPN_0140_01113	CDS	828	purR		COG0503	Pur operon repressor
SPN_0140_01114	CDS	1251	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
SPN_0140_01115	CDS	795	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
SPN_0140_01116	CDS	927	yidC2		COG0706	Membrane protein insertase YidC 2
SPN_0140_01117	CDS	279	acyP	3.6.1.7	COG1254	Acylphosphatase
SPN_0140_01118	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
SPN_0140_01119	CDS	684	ybhL		COG0670	Inner membrane protein YbhL
SPN_0140_01120	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
SPN_0140_01121	CDS	540	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
SPN_0140_01122	CDS	489	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
