locus_tag	ftype	length_bp	gene	EC_number	COG	product
ERR2663496_02224	CDS	3483	dnaE_1	2.7.7.7	COG0587	DNA polymerase III subunit alpha
ERR2663496_02225	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
ERR2663496_02226	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
ERR2663496_02227	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
ERR2663496_02228	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
ERR2663496_02229	CDS	1026	lpxD	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
ERR2663496_02230	CDS	486	skp		COG2825	Chaperone protein Skp
ERR2663496_02231	CDS	2412	bamA		COG4775	Outer membrane protein assembly factor BamA
ERR2663496_02232	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
ERR2663496_02233	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
ERR2663496_02234	CDS	690	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
ERR2663496_02235	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
ERR2663496_02236	CDS	558	frr		COG0233	Ribosome-recycling factor
ERR2663496_02237	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
ERR2663496_02238	CDS	924	tsf		COG0264	Elongation factor Ts
ERR2663496_02239	CDS	726	rpsB		COG0052	30S ribosomal protein S2
ERR2663496_02240	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
ERR2663496_02241	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
ERR2663496_02242	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
ERR2663496_02243	CDS	1026	abaF			Fosfomycin resistance protein AbaF
ERR2663496_02244	CDS	249				hypothetical protein
ERR2663496_02245	CDS	387				hypothetical protein
ERR2663496_02246	CDS	1158	cdaR_1		COG3835	Carbohydrate diacid regulator
ERR2663496_02247	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
ERR2663496_02248	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
ERR2663496_02249	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
ERR2663496_02250	CDS	801	btuF		COG0614	Vitamin B12-binding protein
ERR2663496_02251	CDS	624				hypothetical protein
ERR2663496_02252	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
ERR2663496_02253	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
ERR2663496_02254	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
ERR2663496_02255	CDS	2058	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
ERR2663496_02256	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
ERR2663496_02257	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
ERR2663496_02258	CDS	1761	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
ERR2663496_02259	CDS	429	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
ERR2663496_02260	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
ERR2663496_02261	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
ERR2663496_02262	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
ERR2663496_02263	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
ERR2663496_02264	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
ERR2663496_02265	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
ERR2663496_02266	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
ERR2663496_02267	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
ERR2663496_02268	CDS	585	yadN			putative fimbrial-like protein YadN
ERR2663496_02269	CDS	735	yadV_1			putative fimbrial chaperone YadV
ERR2663496_02270	CDS	2607	htrE		COG3188	Outer membrane usher protein HtrE
ERR2663496_02271	CDS	567	yadM			putative fimbrial-like protein YadM
ERR2663496_02272	CDS	609	yadL			putative fimbrial-like protein YadL
ERR2663496_02273	CDS	597	yadK			putative fimbrial-like protein YadK
ERR2663496_02274	CDS	1176	yadC			putative fimbrial-like protein YadC
ERR2663496_02275	CDS	795	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
ERR2663496_02276	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
ERR2663496_02277	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
ERR2663496_02278	CDS	1230				hypothetical protein
ERR2663496_02279	CDS	441				hypothetical protein
ERR2663496_02280	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
ERR2663496_02281	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
ERR2663496_02282	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
ERR2663496_02283	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
ERR2663496_02284	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
ERR2663496_02285	CDS	1611	cueO		COG2132	Blue copper oxidase CueO
ERR2663496_02286	CDS	387				hypothetical protein
ERR2663496_02287	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
ERR2663496_02288	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
ERR2663496_02289	CDS	768	glcR_3		COG1349	HTH-type transcriptional repressor GlcR
ERR2663496_02290	CDS	984	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
ERR2663496_02291	CDS	1272	dtnK	2.7.1.219	COG3395	D-threonate kinase
ERR2663496_02292	CDS	954	kdgT_2			2-keto-3-deoxygluconate permease
ERR2663496_02293	CDS	363				hypothetical protein
ERR2663496_02294	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
ERR2663496_02295	CDS	1623				hypothetical protein
ERR2663496_02296	CDS	792				hypothetical protein
ERR2663496_02297	CDS	285				hypothetical protein
ERR2663496_02298	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
ERR2663496_02299	CDS	1890	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
ERR2663496_02300	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
ERR2663496_02301	CDS	765	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
ERR2663496_02302	CDS	1371	aroP		COG1113	Aromatic amino acid transport protein AroP
ERR2663496_02303	CDS	1407	yicJ_2		COG2211	Inner membrane symporter YicJ
ERR2663496_02304	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
ERR2663496_02305	CDS	855	ampE		COG3725	Protein AmpE
ERR2663496_02306	CDS	564	ampD	3.5.1.28		1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
ERR2663496_02307	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
ERR2663496_02308	CDS	438				hypothetical protein
ERR2663496_02309	CDS	1386	epsE		COG2804	Type II secretion system protein E
ERR2663496_02310	CDS	1203	epsF		COG1459	Type II secretion system protein F
ERR2663496_02311	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
ERR2663496_02312	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
ERR2663496_02313	CDS	744	zapD		COG4582	Cell division protein ZapD
ERR2663496_02314	CDS	192	yacG		COG3024	DNA gyrase inhibitor YacG
ERR2663496_02315	CDS	924	pgrR_1			HTH-type transcriptional regulator PgrR
ERR2663496_02316	CDS	990	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
ERR2663496_02317	CDS	396	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
ERR2663496_02318	CDS	2706	secA		COG0653	Protein translocase subunit SecA
ERR2663496_02319	CDS	498	secM			Secretion monitor
ERR2663496_02320	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
ERR2663496_02321	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
ERR2663496_02322	CDS	1263	ftsA_1		COG0849	Cell division protein FtsA
ERR2663496_02323	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
ERR2663496_02324	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
ERR2663496_02325	CDS	1476	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
ERR2663496_02326	CDS	1068	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
ERR2663496_02327	CDS	1245	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
ERR2663496_02328	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
ERR2663496_02329	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
ERR2663496_02330	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
ERR2663496_02331	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
ERR2663496_02332	CDS	1767	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
ERR2663496_02333	CDS	366	ftsL		COG3116	Cell division protein FtsL
ERR2663496_02334	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
ERR2663496_02335	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
ERR2663496_02336	CDS	1005	cra		COG1609	Catabolite repressor/activator
ERR2663496_02337	CDS	495	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
ERR2663496_02338	CDS	1725	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
ERR2663496_02339	CDS	945	leuO_2			HTH-type transcriptional regulator LeuO
ERR2663496_02340	CDS	1572	leuA	2.3.3.13	COG0119	2-isopropylmalate synthase
ERR2663496_02341	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
ERR2663496_02342	CDS	1401	leuC1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit 1
ERR2663496_02343	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
ERR2663496_02344	CDS	123	sgrT			Putative inhibitor of glucose uptake transporter SgrT
ERR2663496_02345	CDS	1659	sgrR_1		COG4533	HTH-type transcriptional regulator SgrR
ERR2663496_02346	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
ERR2663496_02347	CDS	1611				hypothetical protein
ERR2663496_02348	CDS	708	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
ERR2663496_02349	CDS	768	yabI		COG0586	Inner membrane protein YabI
ERR2663496_02350	CDS	846	araC			Arabinose operon regulatory protein
ERR2663496_02351	CDS	1710	araB	2.7.1.16	COG1069	Ribulokinase
ERR2663496_02352	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
ERR2663496_02353	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
ERR2663496_02354	CDS	420				hypothetical protein
ERR2663496_02355	CDS	405				hypothetical protein
ERR2663496_02356	CDS	1206				IS200/IS605 family transposase ISSen6
ERR2663496_02357	CDS	96				hypothetical protein
ERR2663496_02358	CDS	2352	polB	2.7.7.7	COG0417	DNA polymerase II
ERR2663496_02359	CDS	2907	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
ERR2663496_02360	CDS	660	rluA	5.4.99.28	COG0564	Dual-specificity RNA pseudouridine synthase RluA
ERR2663496_02361	CDS	813	djlA		COG1076	Co-chaperone protein DjlA
ERR2663496_02362	CDS	2355	lptD		COG1452	LPS-assembly protein LptD
ERR2663496_02363	CDS	1287	surA	5.2.1.8	COG0760	Chaperone SurA
ERR2663496_02364	CDS	990	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
ERR2663496_02365	CDS	822	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
ERR2663496_02366	CDS	378	apaG		COG2967	Protein ApaG
ERR2663496_02367	CDS	849	apaH	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
ERR2663496_02368	CDS	480				IS1595 family transposase ISSsu9
ERR2663496_02369	CDS	1863	kefC_2		COG0475	Glutathione-regulated potassium-efflux system protein KefC
ERR2663496_02370	CDS	531	kefF	1.6.5.2	COG2249	Glutathione-regulated potassium-efflux system ancillary protein KefF
ERR2663496_02371	CDS	312				hypothetical protein
ERR2663496_02372	CDS	1305		3.1.6.-		Sulfatase
ERR2663496_02373	CDS	225				hypothetical protein
ERR2663496_02374	CDS	291				hypothetical protein
ERR2663496_02375	CDS	423				hypothetical protein
ERR2663496_02376	CDS	231	ygdR_2			putative lipoprotein YgdR
ERR2663496_02377	CDS	1341	ygcS			Inner membrane metabolite transport protein YgcS
ERR2663496_02378	CDS	288	fixX		COG2440	Ferredoxin-like protein FixX
ERR2663496_02379	CDS	1287	thi4	2.4.2.59		Thiamine thiazole synthase
ERR2663496_02380	CDS	942	fixB		COG2025	Protein FixB
ERR2663496_02381	CDS	771	fixA		COG2086	Protein FixA
ERR2663496_02382	CDS	1518	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
ERR2663496_02383	CDS	1143	caiA	1.3.8.13	COG1960	Crotonobetainyl-CoA reductase
ERR2663496_02384	CDS	1218	caiB	2.8.3.21	COG1804	L-carnitine CoA-transferase
ERR2663496_02385	CDS	1554	caiC	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
ERR2663496_02386	CDS	786	caiD	4.2.1.149	COG1024	Carnitinyl-CoA dehydratase
ERR2663496_02387	CDS	597	caiE			Carnitine operon protein CaiE
ERR2663496_02388	CDS	396				hypothetical protein
ERR2663496_02389	CDS	3228	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
ERR2663496_02390	CDS	1149	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
ERR2663496_02391	CDS	822	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
ERR2663496_02392	CDS	909	citG_3	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
ERR2663496_02393	CDS	552	citX_2	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
ERR2663496_02394	CDS	1521	citF_2	4.1.3.6	COG3051	Citrate lyase alpha chain
ERR2663496_02395	CDS	870	citE_2	4.1.3.6	COG2301	Citrate lyase subunit beta
ERR2663496_02396	CDS	294	citD_2		COG3052	Citrate lyase acyl carrier protein
ERR2663496_02397	CDS	1044	citC_2	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
ERR2663496_02398	CDS	1341	citS		COG3493	Citrate-sodium symporter
ERR2663496_02399	CDS	1254	ynfM			Inner membrane transport protein YnfM
ERR2663496_02400	CDS	900	benM_1			HTH-type transcriptional regulator BenM
ERR2663496_02401	CDS	1221	mlc		COG1940	Protein mlc
ERR2663496_02402	CDS	696	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
ERR2663496_02403	CDS	1254	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
ERR2663496_02404	CDS	1149	osmV	3.6.3.-	COG1125	Osmoprotectant import ATP-binding protein OsmV
ERR2663496_02405	CDS	648	osmW		COG1174	Osmoprotectant import permease protein OsmW
ERR2663496_02406	CDS	903	osmX		COG1732	Osmoprotectant-binding protein OsmX
ERR2663496_02407	CDS	711	osmY_3		COG1174	Osmoprotectant import permease protein OsmY
ERR2663496_02408	CDS	615	dmsD_3		COG3381	Tat proofreading chaperone DmsD
ERR2663496_02409	CDS	855	dmsC_3		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
ERR2663496_02410	CDS	618	dmsB_3		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
ERR2663496_02411	CDS	2436	ynfF_1	1.8.99.-	COG1104	putative dimethyl sulfoxide reductase chain YnfF
ERR2663496_02412	CDS	2439	ynfE_4	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
ERR2663496_02413	CDS	222				hypothetical protein
ERR2663496_02414	CDS	720				hypothetical protein
ERR2663496_02415	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
ERR2663496_02416	CDS	342				hypothetical protein
ERR2663496_02417	CDS	336				hypothetical protein
ERR2663496_02418	CDS	1215	rspA_1	4.2.1.-		D-galactonate dehydratase family member RspA
ERR2663496_02419	CDS	864	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
ERR2663496_02420	CDS	1380	ydfJ			Putative transporter YdfJ
ERR2663496_02421	CDS	546	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
ERR2663496_02422	CDS	915	por_3	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
ERR2663496_02423	CDS	204	ydfZ_1			Putative selenoprotein YdfZ
ERR2663496_02424	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
ERR2663496_02425	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
ERR2663496_02426	CDS	2043	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
ERR2663496_02427	CDS	183				hypothetical protein
ERR2663496_02428	CDS	528	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
ERR2663496_02429	CDS	357	ygiW_2		COG3111	Protein YgiW
ERR2663496_02430	CDS	96	mgtS			Small protein MgtS
ERR2663496_02431	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
ERR2663496_02432	CDS	903	eamA		COG0697	putative amino-acid metabolite efflux pump
ERR2663496_02433	CDS	210				hypothetical protein
ERR2663496_02434	CDS	384	marA_1			Multiple antibiotic resistance protein MarA
ERR2663496_02435	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
ERR2663496_02436	CDS	666				hypothetical protein
ERR2663496_02437	CDS	1191	sotB		COG2814	Sugar efflux transporter
ERR2663496_02438	CDS	873	gltR		COG0583	HTH-type transcriptional regulator GltR
ERR2663496_02439	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
ERR2663496_02440	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
ERR2663496_02441	CDS	360				hypothetical protein
ERR2663496_02442	CDS	948				hypothetical protein
ERR2663496_02443	CDS	528				hypothetical protein
ERR2663496_02444	CDS	426	ompC_1			Outer membrane porin C
ERR2663496_02445	CDS	771				hypothetical protein
ERR2663496_02446	CDS	1062	norV_2			Anaerobic nitric oxide reductase flavorubredoxin
ERR2663496_02447	CDS	411				hypothetical protein
ERR2663496_02448	CDS	300				hypothetical protein
ERR2663496_02449	CDS	609	hyaD_2	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
ERR2663496_02450	CDS	675	hyaC_2		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
ERR2663496_02451	CDS	1230	hyaB_2	1.12.99.6	COG0374	Hydrogenase-1 large chain
ERR2663496_02452	CDS	534	hoxG	1.12.99.6		Uptake hydrogenase large subunit
ERR2663496_02453	CDS	1104	hoxK	1.12.99.6		Uptake hydrogenase small subunit
ERR2663496_02454	CDS	1089				hypothetical protein
ERR2663496_02455	CDS	672	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
ERR2663496_02456	CDS	1026	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
ERR2663496_02457	CDS	1287	exuT_2			Hexuronate transporter
ERR2663496_02458	CDS	1491				hypothetical protein
ERR2663496_02459	CDS	1242	tetA			Tetracycline resistance protein, class C
ERR2663496_02460	CDS	309				hypothetical protein
ERR2663496_02461	CDS	675	tetX	1.14.13.231	COG0654	Flavin-dependent monooxygenase
ERR2663496_02462	CDS	489				hypothetical protein
ERR2663496_02463	CDS	1080	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
ERR2663496_02464	CDS	300				hypothetical protein
ERR2663496_02465	CDS	204				hypothetical protein
ERR2663496_02466	CDS	804				hypothetical protein
ERR2663496_02467	CDS	1104	patB_2	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
ERR2663496_02468	CDS	1812	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
ERR2663496_02469	CDS	2529	treY	5.4.99.15		Maltooligosyl trehalose synthase
ERR2663496_02470	CDS	1785	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
ERR2663496_02471	CDS	786				hypothetical protein
ERR2663496_02472	CDS	330	hdeB			Acid stress chaperone HdeB
ERR2663496_02473	CDS	636				hypothetical protein
ERR2663496_02474	CDS	912	hlyE			Hemolysin E, chromosomal
ERR2663496_02475	CDS	432	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
ERR2663496_02476	CDS	216	bdm			Protein bdm
ERR2663496_02477	CDS	144	sra			Stationary-phase-induced ribosome-associated protein
ERR2663496_02478	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
ERR2663496_02479	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
ERR2663496_02480	CDS	1134	fdnG	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
ERR2663496_02481	CDS	303				hypothetical protein
ERR2663496_02482	CDS	1488	smvA			Methyl viologen resistance protein SmvA
ERR2663496_02483	CDS	579				hypothetical protein
ERR2663496_02484	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
ERR2663496_02485	CDS	3729	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
ERR2663496_02486	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
ERR2663496_02487	CDS	639	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
ERR2663496_02488	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
ERR2663496_02489	CDS	846	nhoA	2.3.1.118	COG2162	Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase
ERR2663496_02490	CDS	633				hypothetical protein
ERR2663496_02491	CDS	1494	ansP2		COG1113	L-asparagine permease 2
ERR2663496_02492	CDS	222	ygdR_3			putative lipoprotein YgdR
ERR2663496_02493	CDS	1062	yncE		COG3391	putative protein YncE
ERR2663496_02494	CDS	2166	fecA		COG4772	Fe(3+) dicitrate transport protein FecA
ERR2663496_02495	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
ERR2663496_02496	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
ERR2663496_02497	CDS	516	yncA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
ERR2663496_02498	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
ERR2663496_02499	CDS	234	ydcY			putative protein YdcY
ERR2663496_02500	CDS	1326				hypothetical protein
ERR2663496_02501	CDS	2982				hypothetical protein
ERR2663496_02502	CDS	2148				hypothetical protein
ERR2663496_02503	CDS	1425	prr	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
ERR2663496_02504	CDS	1425	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
ERR2663496_02505	CDS	771	vanX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
ERR2663496_02506	CDS	399				hypothetical protein
ERR2663496_02507	CDS	174				hypothetical protein
ERR2663496_02508	CDS	621				hypothetical protein
ERR2663496_02509	CDS	231				hypothetical protein
ERR2663496_02510	CDS	1965	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
ERR2663496_02511	CDS	537	sutR_1		COG1396	HTH-type transcriptional regulator SutR
ERR2663496_02512	CDS	1179	ydcO		COG3135	Inner membrane protein YdcO
ERR2663496_02513	CDS	555				hypothetical protein
ERR2663496_02514	CDS	597	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
ERR2663496_02515	CDS	1014	tehA		COG1275	Tellurite resistance protein TehA
ERR2663496_02516	CDS	981				hypothetical protein
ERR2663496_02517	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
ERR2663496_02518	CDS	1119	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
ERR2663496_02519	CDS	282	gatB_3	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
ERR2663496_02520	CDS	1314	gatC_3		COG3775	PTS system galactitol-specific EIIC component
ERR2663496_02521	CDS	807				hypothetical protein
ERR2663496_02522	CDS	438	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
ERR2663496_02523	CDS	633	rpe_2	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
ERR2663496_02524	CDS	792	srlR_3		COG1349	Glucitol operon repressor
ERR2663496_02525	CDS	519		2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
ERR2663496_02526	CDS	1203		1.13.12.4	COG1304	Lactate 2-monooxygenase
ERR2663496_02527	CDS	567	yceI_1		COG2353	Protein YceI
ERR2663496_02528	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
ERR2663496_02529	CDS	1509	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
ERR2663496_02530	CDS	1080			COG5383	putative protein
ERR2663496_02531	CDS	345				hypothetical protein
ERR2663496_02532	CDS	762	fliY_2		COG0834	L-cystine-binding protein FliY
ERR2663496_02533	CDS	633	yecS_2		COG0765	L-cystine transport system permease protein YecS
ERR2663496_02534	CDS	732	glnQ_3			Glutamine transport ATP-binding protein GlnQ
ERR2663496_02535	CDS	681	yecS_3		COG0765	L-cystine transport system permease protein YecS
ERR2663496_02536	CDS	1551				hypothetical protein
ERR2663496_02537	CDS	96				hypothetical protein
ERR2663496_02538	CDS	663				hypothetical protein
ERR2663496_02539	CDS	366	cybB_1		COG3038	Cytochrome b561
ERR2663496_02540	CDS	120	cybB_2		COG3038	Cytochrome b561
ERR2663496_02541	CDS	801	ydcF		COG1434	Protein YdcF
ERR2663496_02542	CDS	3921				hypothetical protein
ERR2663496_02543	CDS	606	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
ERR2663496_02544	CDS	450				hypothetical protein
ERR2663496_02545	CDS	324				hypothetical protein
ERR2663496_02546	CDS	192				hypothetical protein
ERR2663496_02547	CDS	2637				hypothetical protein
ERR2663496_02548	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
ERR2663496_02549	CDS	411	hslJ		COG3187	Heat shock protein HslJ
